roleid,userid,name,occupation,level,exp,moneyall,reputation,type,save_time,mapid,x,y,z,consumption,gender
2161,1296,"»ÄÒ°´óïÚ¿Í",51,1,0,0,0,0,1383271815,23,265.491730,372.306000,-403.584442,0,0
2162,1296,"»ÄÒ°´óïÚ¿Í1",0,1,0,0,0,0,1383272195,1,160.579361,163.510010,133.446411,0,1
2176,1312,"ì«¶¦Íæµ¥»ú",55,160,29,0,0,1,1428829896,23,240.703995,372.312988,-384.018005,0,1
2208,1344,"ì«¶¦ÍæÍøµ¥",55,160,5,7,9999999,1,1428837828,1,199.000000,163.501007,123.000000,0,0
2224,3264,"Õ÷Õ½ÌìÏÂ",60,160,1513941534,1437454434,0,1,1539165304,1,178.602737,163.501007,110.982750,22142000,1
2240,1648,"tj",68,150,0,99999999,0,1,1486298288,31,-283.323151,367.384918,-357.263641,0,0
2256,3280,"Ê¥µ®Ñ©",0,23,45150,348,0,0,1539262569,1,203.741409,163.501007,73.577431,0,1
2257,3280,"asdadsa",0,23,45150,350,0,0,1539167267,1,-173.524872,162.391342,-374.610535,250000,0
2258,3280,"asdasdas",0,1,0,0,0,0,1539262655,1,189.272629,163.511902,73.977341,0,0
2259,3280,"2342asd",0,1,0,0,0,0,1539262734,1,201.940613,163.501022,96.118141,0,0
2272,3296,"22dada",0,1,0,0,0,0,1539177824,1,199.247147,163.620087,105.681419,0,1
2288,3312,"adsda222",0,30,154500,0,0,0,1539263800,1,199.804825,163.500687,115.513077,0,1
2289,3312,"2dasd2aq",0,30,154500,0,0,0,1539263993,1,204.868896,163.501007,87.358284,0,1
2290,3312,"45452322",0,31,83650,0,0,0,1539264343,1,179.574371,163.501007,118.474266,0,1
2304,3328,"aaaaa222",0,31,83650,0,0,0,1539264702,1,200.276810,163.501007,112.617882,0,1
2305,3328,"asda2asd",0,14,1010,20,0,0,1539265739,1,176.792557,163.501007,114.348640,0,1
2306,3328,"232adsas",0,1,0,0,0,0,1539265833,1,204.676605,163.501007,73.366547,0,1
2320,3344,"ada223ad",0,1,0,0,0,0,1539266267,1,204.676605,163.501007,73.366547,0,1
2321,3344,"232adada",0,1,0,0,0,0,1539267121,1,205.059906,163.501007,84.587456,0,1
2322,3344,"asda2das",0,1,0,0,0,0,1539267333,1,204.676605,163.501007,73.366547,0,1
2323,3344,"3232asda",0,1,0,0,0,0,1539268382,1,206.002853,163.481094,92.830307,0,1
2324,3344,"asda2ad2",0,14,800,0,0,0,1539269069,1,203.145309,163.501007,113.147713,100000,1
2325,3344,"sdad2ead",0,1,0,0,0,0,1539269992,1,201.708420,163.501007,77.092537,0,1
2326,3344,"adagfgfd",0,1,0,0,0,0,1539272007,1,204.591156,163.494308,93.689316,0,1
2336,3360,"1kmhgjgh",0,19,18200,0,0,0,1539274086,1,195.499680,163.518784,72.984184,0,1
2337,3360,"23dasda",0,19,18200,0,0,0,1539278387,1,203.977539,163.501007,87.022110,0,1
2338,3360,"asdaw2ed",0,1,0,0,0,0,1539278536,1,205.305862,163.469437,99.407883,0,1
2352,3408,"23adadw",0,1,0,0,0,0,1539362769,1,197.944397,163.501343,96.402664,0,1
2368,3440,"ÉµÑ¾Í·",0,1,0,0,0,0,1539363244,1,175.760361,163.501007,98.419640,0,1
2384,3376,"dw123",0,1,0,0,0,0,1539516789,1,205.411209,163.501251,57.454117,0,0
0,0,"",0,0,0,80346946164
